Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;Day;Month;Year
327-40-9673;B;Mandalay;Member;Male;Sports and travel;72.06.00;6;0,929166667;457.38.00;13/01/2019;19.51;Cash;435.06.00;4.761.904.762;0,929166667;06.09;13;1;2019
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;87.91;5;219.775;4.615.275;14/03/2019;18.10;Ewallet;439.55.00;4.761.904.762;219.775;04.04;14;3;2019
828-46-6863;A;Yangon;Member;Male;Food and beverages;98.53.00;6;29.559;620.739;23/01/2019;11.22;Credit card;591.18.00;4.761.904.762;29.559;04.00;23;1;2019
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;43.46.00;6;13.038;273.798;07/02/2019;17.55;Ewallet;260.76;4.761.904.762;13.038;08.05;7;2;2019
420-97-3340;A;Yangon;Normal;Female;Food and beverages;71.68;3;10.752;225.792;28/03/2019;15.30;Credit card;215.04.00;4.761.904.762;10.752;09.02;28;3;2019
436-54-4512;A;Yangon;Member;Female;Food and beverages;91.61;1;45.805;961.905;20/03/2019;19.44;Cash;91.61;4.761.904.762;45.805;09.08;20;3;2019
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;94.59.00;7;331.065;6.952.365;17/01/2019;15.27;Credit card;662.13.00;4.761.904.762;331.065;04.09;17;1;2019
852-62-7105;B;Mandalay;Normal;Female;Fashion accessories;83.25.00;10;41.625;874.125;12/01/2019;11.25;Credit card;832.05.00;4.761.904.762;41.625;04.04;12;1;2019
598-06-7312;B;Mandalay;Member;Male;Fashion accessories;91.35.00;1;45.675;959.175;16/02/2019;15.42;Cash;91.35.00;4.761.904.762;45.675;06.08;16;2;2019
135-13-8269;B;Mandalay;Member;Female;Food and beverages;78.88;2;7.888;165.648;26/01/2019;16.04;Cash;157.76;4.761.904.762;7.888;09.01;26;1;2019
816-57-2053;A;Yangon;Normal;Male;Sports and travel;60.87;2;6.087;127.827;09/03/2019;12.37;Ewallet;121.74;4.761.904.762;6.087;08.07;9;3;2019
628-90-8624;B;Mandalay;Member;Male;Health and beauty;82.58.00;10;41.29.00;867.09.00;14/03/2019;14.41;Cash;825.08.00;4.761.904.762;41.29.00;05.00;14;3;2019
856-66-2701;A;Yangon;Member;Male;Home and lifestyle;53.03.00;3;7.995;167.895;25/01/2019;14.19;Ewallet;159.09.00;4.761.904.762;7.995;07.05;25;1;2019
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;12.09;1;4,197916667;126.945;26/01/2019;18.19;Credit card;12.09;4.761.904.762;4,197916667;08.02;26;1;2019
149-61-1929;A;Yangon;Normal;Male;Sports and travel;64.19.00;10;32.095;673.995;19/01/2019;14.08;Credit card;641.09.00;4.761.904.762;32.095;06.07;19;1;2019
655-07-2265;A;Yangon;Normal;Male;Electronic accessories;78.31.00;3;117.465;2.466.765;05/03/2019;16.38;Ewallet;234.93;4.761.904.762;117.465;05.04;5;3;2019
589-02-8023;A;Yangon;Member;Male;Food and beverages;83.77;2;8.377;175.917;15/01/2019;10.54;Credit card;167.54.00;4.761.904.762;8.377;07.00;15;1;2019
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;99.07.00;3;14.955;314.055;18/03/2019;11.29;Ewallet;299.01.00;4.761.904.762;14.955;04.07;18;3;2019
182-88-2763;B;Mandalay;Member;Male;Food and beverages;79.91;3;119.865;2.517.165;20/03/2019;19.28;Credit card;239.73;4.761.904.762;119.865;05.00;20;3;2019
188-55-0967;B;Mandalay;Member;Male;Health and beauty;66.47.00;10;33.235;697.935;15/01/2019;15.01;Credit card;664.07.00;4.761.904.762;33.235;05.00;15;1;2019
610-46-4100;A;Yangon;Normal;Male;Health and beauty;28.95;7;101.325;2.127.825;03/03/2019;20.31;Credit card;202.65;4.761.904.762;101.325;06.00;3;3;2019
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46.02.00;1;02.31;48.51.00;19/03/2019;12.16;Cash;46.02.00;4.761.904.762;02.31;06.03;19;3;2019
364-33-8584;B;Mandalay;Member;Female;Food and beverages;0,752083333;5;44.075;925.575;08/03/2019;15.27;Cash;88.15.00;4.761.904.762;44.075;08.05;8;3;2019
665-63-9737;B;Mandalay;Normal;Male;Fashion accessories;52.42.00;3;7.863;165.123;27/02/2019;17.36;Ewallet;157.26.00;4.761.904.762;7.863;07.05;27;2;2019
695-09-5146;B;Mandalay;Member;Female;Food and beverages;98.79;3;148.185;3.111.885;23/02/2019;20.00;Ewallet;296.37.00;4.761.904.762;148.185;06.04;23;2;2019
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88.55.00;8;35.42.00;743.82;19/03/2019;15.29;Ewallet;708.04.00;4.761.904.762;35.42.00;04.07;19;3;2019
794-32-2436;B;Mandalay;Member;Male;Electronic accessories;55.67;2;5.567;116.907;27/03/2019;15.08;Ewallet;111.34.00;4.761.904.762;5.567;06.00;27;3;2019
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;72.52.00;8;29.008;609.168;30/03/2019;19.26;Credit card;580.16.00;4.761.904.762;29.008;04.00;30;3;2019
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;12.05;5;30.125;632.625;16/02/2019;15.53;Ewallet;60.25.00;4.761.904.762;30.125;05.05;16;2;2019
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;19.36;9;8.712;182.952;18/01/2019;18.43;Ewallet;174.24.00;4.761.904.762;8.712;08.07;18;1;2019
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;70.21.00;6;21.063;442.323;30/03/2019;14.58;Cash;421.26.00;4.761.904.762;21.063;07.04;30;3;2019
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;33.63;1;16.815;353.115;20/03/2019;19.55;Cash;33.63;4.761.904.762;16.815;05.06;20;3;2019
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;15.49;2;1.549;32.529;16/01/2019;15.10;Cash;30.98;4.761.904.762;1.549;06.03;16;1;2019
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;24.74;10;12.37;259.77;24/02/2019;16.44;Cash;247.04.00;4.761.904.762;12.37;07.01;24;2;2019
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;75.66;5;18.915;397.215;15/01/2019;18.22;Ewallet;378.03.00;4.761.904.762;18.915;07.08;15;1;2019
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;55.81;6;16.743;351.603;22/01/2019;11.52;Cash;334.86;4.761.904.762;16.743;09.09;22;1;2019
742-04-5161;A;Yangon;Member;Male;Home and lifestyle;72.78;10;36.39.00;764.19.00;03/02/2019;17.24;Cash;727.08.00;4.761.904.762;36.39.00;07.03;3;2;2019
149-15-7606;B;Mandalay;Member;Male;Sports and travel;37.32.00;9;16.794;352.674;06/03/2019;15.31;Ewallet;335.88;4.761.904.762;16.794;05.01;6;3;2019
133-77-3154;B;Mandalay;Member;Male;Fashion accessories;60.18.00;4;12.036;252.756;16/02/2019;18.04;Credit card;240.72;4.761.904.762;12.036;09.04;16;2;2019
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;0,672916667;3;23.535;494.235;14/03/2019;14.13;Credit card;47.07.00;4.761.904.762;23.535;05.08;14;3;2019
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;99.69;1;49.845;1.046.745;27/02/2019;10.23;Credit card;99.69;4.761.904.762;49.845;08.00;27;2;2019
562-12-5430;A;Yangon;Member;Female;Fashion accessories;88.15.00;3;132.225;2.776.725;18/01/2019;10.11;Ewallet;264.45.00;4.761.904.762;132.225;07.09;18;1;2019
816-72-8853;A;Yangon;Member;Female;Sports and travel;27.93;5;69.825;1.466.325;29/01/2019;15.48;Cash;139.65;4.761.904.762;69.825;05.09;29;1;2019
491-38-3499;A;Yangon;Member;Male;Fashion accessories;55.45.00;1;27.725;582.225;26/02/2019;17.46;Credit card;55.45.00;4.761.904.762;27.725;04.09;26;2;2019
322-02-2271;B;Mandalay;Normal;Female;Sports and travel;42.97;3;64.455;1.353.555;03/02/2019;11.46;Cash;128.91;4.761.904.762;64.455;09.03;3;2;2019
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;17.14;7;5.999;125.979;16/01/2019;12.07;Credit card;119.98;4.761.904.762;5.999;07.09;16;1;2019
725-67-2480;B;Mandalay;Member;Female;Fashion accessories;58.75;6;17.625;370.125;24/03/2019;18.14;Credit card;352.05.00;4.761.904.762;17.625;05.09;24;3;2019
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;87.01.00;10;43.55.00;914.55.00;12/02/2019;14.45;Credit card;871.00.00;4.761.904.762;43.55.00;09.09;12;2;2019
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;98.08.00;2;0,436111111;207.48.00;21/02/2019;11.39;Cash;197.06.00;4.761.904.762;0,436111111;07.07;21;2;2019
518-17-2983;A;Yangon;Normal;Female;Fashion accessories;48.63;4;9.726;204.246;04/02/2019;15.44;Ewallet;194.52.00;4.761.904.762;9.726;07.06;4;2;2019
779-42-2410;B;Mandalay;Member;Male;Food and beverages;57.74;3;8.661;181.881;20/02/2019;13.06;Ewallet;173.22.00;4.761.904.762;8.661;07.07;20;2;2019
190-14-3147;B;Mandalay;Normal;Female;Health and beauty;0,775694444;4;3.594;75.474;23/02/2019;20.43;Ewallet;71.88;4.761.904.762;3.594;06.04;23;2;2019
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;47.71;6;14.313;300.573;16/02/2019;14.19;Ewallet;286.26.00;4.761.904.762;14.313;04.04;16;2;2019
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;40.62;2;4.062;85.302;17/01/2019;10.01;Credit card;81.24.00;4.761.904.762;4.062;04.01;17;1;2019
588-47-8641;A;Yangon;Member;Male;Fashion accessories;56.04.00;10;28.02.00;588.42.00;14/01/2019;19.30;Ewallet;560.04.00;4.761.904.762;28.02.00;04.04;14;1;2019
642-61-4706;B;Mandalay;Member;Male;Food and beverages;93.04.00;2;09.34;196.14.00;30/03/2019;16.34;Cash;186.08.00;4.761.904.762;09.34;05.05;30;3;2019
576-31-4774;B;Mandalay;Normal;Female;Health and beauty;73.41.00;3;110.115;2.312.415;02/03/2019;13.10;Ewallet;220.23.00;4.761.904.762;110.115;04.00;2;3;2019
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;33.64;8;13.456;282.576;15/02/2019;17.10;Credit card;269.12.00;4.761.904.762;13.456;09.03;15;2;2019
811-03-8790;A;Yangon;Normal;Female;Electronic accessories;45.48.00;10;0,968055556;477.54.00;01/03/2019;10.22;Credit card;454.08.00;4.761.904.762;0,968055556;04.08;1;3;2019
242-11-3142;B;Mandalay;Member;Male;Fashion accessories;83.77;2;8.377;175.917;24/02/2019;19.57;Cash;167.54.00;4.761.904.762;8.377;04.06;24;2;2019
752-23-3760;B;Mandalay;Member;Female;Sports and travel;64.08.00;7;22.428;470.988;19/02/2019;19.29;Credit card;448.56.00;4.761.904.762;22.428;07.03;19;2;2019
274-05-5470;A;Yangon;Member;Female;Food and beverages;73.47.00;4;14.694;308.574;23/02/2019;18.30;Cash;293.88;4.761.904.762;14.694;06.00;23;2;2019
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;58.95;10;29.475;618.975;07/02/2019;14.27;Ewallet;589.05.00;4.761.904.762;29.475;08.01;7;2;2019
130-67-4723;A;Yangon;Member;Male;Food and beverages;48.05.00;6;14.55;305.55.00;11/01/2019;13.57;Ewallet;291.00.00;4.761.904.762;14.55;09.04;11;1;2019
528-87-5606;B;Mandalay;Member;Female;Electronic accessories;39.48.00;1;1.974;41.454;12/02/2019;19.43;Cash;39.48.00;4.761.904.762;1.974;06.05;12;2;2019
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;34.81;1;17.405;365.505;14/01/2019;10.11;Credit card;34.81;4.761.904.762;17.405;07.00;14;1;2019
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;49.32.00;6;14.796;310.716;09/01/2019;13.46;Ewallet;295.92;4.761.904.762;14.796;07.01;9;1;2019
105-10-6182;A;Yangon;Member;Male;Fashion accessories;21.48;2;2.148;45.108;27/02/2019;12.22;Ewallet;42.96;4.761.904.762;2.148;06.06;27;2;2019
510-79-0415;B;Mandalay;Member;Female;Sports and travel;23.08;6;6.924;145.404;24/01/2019;19.20;Ewallet;138.48.00;4.761.904.762;6.924;04.09;24;1;2019
241-96-5076;B;Mandalay;Member;Female;Home and lifestyle;49.01.00;2;0,229861111;103.11.00;08/01/2019;12.58;Credit card;98.02.00;4.761.904.762;0,229861111;06.04;8;1;2019
767-97-4650;B;Mandalay;Member;Female;Sports and travel;64.83;2;6.483;136.143;08/01/2019;11.59;Credit card;129.66;4.761.904.762;6.483;08.00;8;1;2019
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;63.56.00;10;31.78;667.38.00;16/01/2019;17.59;Cash;635.06.00;4.761.904.762;31.78;04.03;16;1;2019
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;72.88;2;7.288;153.048;13/03/2019;12.51;Cash;145.76;4.761.904.762;7.288;06.01;13;3;2019
305-03-2383;A;Yangon;Normal;Female;Food and beverages;67.01.00;3;10.065;211.365;15/02/2019;10.36;Cash;201.03.00;4.761.904.762;10.065;07.05;15;2;2019
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;70.19.00;9;315.855;6.632.955;25/01/2019;13.38;Cash;631.71;4.761.904.762;315.855;06.07;25;1;2019
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages;55.04.00;7;19.264;404.544;12/03/2019;19.39;Ewallet;385.28.00;4.761.904.762;19.264;05.02;12;3;2019
689-05-1884;A;Yangon;Member;Male;Health and beauty;48.63;10;24.315;510.615;04/03/2019;12.44;Cash;486.03.00;4.761.904.762;24.315;08.08;4;3;2019
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories;73.38.00;7;25.683;539.343;10/02/2019;13.56;Cash;513.66;4.761.904.762;25.683;09.05;10;2;2019
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;52.06.00;9;1,004861111;497.07.00;16/01/2019;14.42;Cash;473.04.00;4.761.904.762;1,004861111;07.06;16;1;2019
800-09-8606;A;Yangon;Member;Female;Home and lifestyle;87.37.00;5;218.425;4.586.925;29/01/2019;19.45;Cash;436.85;4.761.904.762;218.425;06.06;29;1;2019
182-52-7000;A;Yangon;Member;Female;Sports and travel;27.04.00;4;5.408;113.568;01/01/2019;20.26;Ewallet;108.16.00;4.761.904.762;5.408;06.09;1;1;2019
826-58-8051;B;Mandalay;Normal;Male;Home and lifestyle;62.19.00;4;12.438;261.198;06/01/2019;19.46;Ewallet;248.76;4.761.904.762;12.438;04.03;6;1;2019
868-06-0466;A;Yangon;Member;Male;Electronic accessories;69.58.00;9;31.311;657.531;19/02/2019;19.38;Credit card;626.22.00;4.761.904.762;31.311;07.08;19;2;2019
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle;97.05.00;10;48.75;1023.75;12/01/2019;16.18;Ewallet;975.00.00;4.761.904.762;48.75;08.00;12;1;2019
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories;60.41.00;8;24.164;507.444;07/02/2019;12.23;Ewallet;483.28.00;4.761.904.762;24.164;09.06;7;2;2019
176-64-7711;B;Mandalay;Normal;Male;Food and beverages;32.32.00;3;4.848;101.808;27/03/2019;19.11;Credit card;96.96;4.761.904.762;4.848;04.03;27;3;2019
191-29-0321;B;Mandalay;Member;Female;Fashion accessories;0,845138889;10;9.885;207.585;27/02/2019;18.57;Credit card;197.07.00;4.761.904.762;9.885;05.00;27;2;2019
729-06-2010;B;Mandalay;Member;Male;Health and beauty;80.47.00;9;362.115;7.604.415;06/01/2019;11.18;Cash;724.23.00;4.761.904.762;362.115;09.02;6;1;2019
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;88.39.00;9;397.755;8.352.855;02/03/2019;12.40;Cash;795.51.00;4.761.904.762;397.755;06.03;2;3;2019
186-79-9562;B;Mandalay;Normal;Male;Health and beauty;71.77;7;251.195;5.275.095;29/03/2019;14.06;Cash;502.39.00;4.761.904.762;251.195;08.09;29;3;2019
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories;43.00.00;4;08.06;180.06.00;31/01/2019;20.48;Ewallet;172.00.00;4.761.904.762;08.06;07.06;31;1;2019
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;68.98;1;3.449;72.429;21/01/2019;20.13;Cash;68.98;4.761.904.762;3.449;04.08;21;1;2019
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;0,668055556;8;6.248;131.208;20/01/2019;20.37;Ewallet;124.96;4.761.904.762;6.248;09.01;20;1;2019
445-30-9252;A;Yangon;Normal;Male;Sports and travel;25.07.00;3;3.855;80.955;17/01/2019;17.59;Ewallet;77.01.00;4.761.904.762;3.855;06.01;17;1;2019
786-94-2700;A;Yangon;Member;Male;Food and beverages;80.62;6;24.186;507.906;28/02/2019;20.18;Cash;483.72;4.761.904.762;24.186;09.01;28;2;2019
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;75.53.00;4;15.106;317.226;19/03/2019;15.52;Ewallet;302.12.00;4.761.904.762;15.106;08.03;19;3;2019
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;77.63;9;349.335;7.336.035;19/02/2019;15.14;Ewallet;698.67;4.761.904.762;349.335;07.02;19;2;2019
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty;0,600694444;9;62.325;1.308.825;04/02/2019;12.50;Ewallet;124.65;4.761.904.762;62.325;06.00;4;2;2019
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;98.07.00;8;39.48.00;829.08.00;31/01/2019;10.36;Ewallet;789.06.00;4.761.904.762;39.48.00;08.05;31;1;2019
258-92-7466;A;Yangon;Normal;Female;Health and beauty;35.68;5;0,397222222;187.32.00;06/02/2019;18.33;Credit card;178.04.00;4.761.904.762;0,397222222;06.06;6;2;2019
857-16-3520;A;Yangon;Member;Female;Fashion accessories;71.46.00;7;25.011;525.231;28/03/2019;16.06;Ewallet;500.22.00;4.761.904.762;25.011;04.05;28;3;2019
482-17-1179;A;Yangon;Member;Male;Electronic accessories;0,523611111;3;1.791;37.611;19/01/2019;12.47;Credit card;35.82;4.761.904.762;1.791;08.01;19;1;2019
788-21-5741;A;Yangon;Normal;Male;Fashion accessories;45.38.00;3;6.807;142.947;17/02/2019;13.34;Credit card;136.14.00;4.761.904.762;6.807;07.02;17;2;2019
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;17.48;6;5.244;110.124;18/01/2019;15.04;Credit card;104.88;4.761.904.762;5.244;06.01;18;1;2019
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories;25.56.00;7;8.946;187.866;02/02/2019;20.42;Cash;178.92;4.761.904.762;8.946;07.01;2;2;2019
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;90.63;9;407.835;8.564.535;18/01/2019;15.28;Cash;815.67;4.761.904.762;407.835;05.01;18;1;2019
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;44.12.00;3;6.618;138.978;18/03/2019;13.45;Credit card;132.36.00;4.761.904.762;6.618;07.09;18;3;2019
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages;36.77;7;128.695;2.702.595;11/01/2019;20.10;Cash;257.39.00;4.761.904.762;128.695;07.04;11;1;2019
434-35-9162;B;Mandalay;Member;Male;Food and beverages;23.34;4;4.668;98.028;04/02/2019;18.53;Ewallet;93.36.00;4.761.904.762;4.668;07.04;4;2;2019
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty;28.05.00;8;11.04;239.04.00;06/02/2019;14.24;Cash;228.00.00;4.761.904.762;11.04;06.06;6;2;2019
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle;55.57.00;3;83.355;1.750.455;08/01/2019;11.42;Credit card;166.71;4.761.904.762;83.355;05.09;8;1;2019
174-64-0215;B;Mandalay;Normal;Male;Sports and travel;69.74;10;34.87;732.27.00;05/03/2019;17.49;Credit card;697.04.00;4.761.904.762;34.87;08.09;5;3;2019
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;97.26.00;4;19.452;408.492;16/03/2019;15.33;Ewallet;389.04.00;4.761.904.762;19.452;06.08;16;3;2019
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;52.18.00;7;18.263;383.523;09/03/2019;10.54;Cash;365.26.00;4.761.904.762;18.263;09.03;9;3;2019
247-11-2470;A;Yangon;Member;Female;Fashion accessories;22.32;4;4.464;93.744;01/03/2019;16.23;Credit card;89.28.00;4.761.904.762;4.464;04.04;1;3;2019
635-28-5728;A;Yangon;Normal;Male;Health and beauty;56.00.00;3;08.04;176.04.00;28/02/2019;19.33;Ewallet;168.00.00;4.761.904.762;08.04;04.08;28;2;2019
756-49-0168;A;Yangon;Member;Male;Fashion accessories;19.07;1;0,684027778;20.685;08/02/2019;11.39;Ewallet;19.07;4.761.904.762;0,684027778;09.05;8;2;2019
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;75.88;7;26.558;557.718;24/01/2019;10.38;Ewallet;531.16.00;4.761.904.762;26.558;08.09;24;1;2019
238-45-6950;B;Mandalay;Member;Male;Food and beverages;53.72;1;2.686;56.406;01/03/2019;20.03;Ewallet;53.72;4.761.904.762;2.686;06.04;1;3;2019
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;81.95;10;40.975;860.475;10/03/2019;12.39;Credit card;819.05.00;4.761.904.762;40.975;06.00;10;3;2019
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;81.02.00;7;28.42.00;596.82;23/03/2019;15.59;Credit card;568.04.00;4.761.904.762;28.42.00;08.01;23;3;2019
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;58.76;10;29.38.00;616.98;29/01/2019;14.26;Ewallet;587.06.00;4.761.904.762;29.38.00;09.00;29;1;2019
197-77-7132;B;Mandalay;Member;Male;Electronic accessories;91.56.00;8;36.624;769.104;12/01/2019;18.22;Ewallet;732.48.00;4.761.904.762;36.624;06.00;12;1;2019
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle;93.96;9;42.282;887.922;20/03/2019;11.32;Cash;845.64;4.761.904.762;42.282;09.08;20;3;2019
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;55.61;7;194.635;4.087.335;23/03/2019;12.41;Cash;389.27.00;4.761.904.762;194.635;08.05;23;3;2019
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages;84.83;1;42.415;890.715;14/01/2019;15.20;Ewallet;84.83;4.761.904.762;42.415;08.08;14;1;2019
373-14-0504;A;Yangon;Member;Female;Sports and travel;71.63;2;7.163;150.423;12/02/2019;14.33;Ewallet;143.26.00;4.761.904.762;7.163;08.08;12;2;2019
546-80-2899;A;Yangon;Member;Male;Home and lifestyle;37.69;2;3.769;79.149;20/02/2019;15.29;Ewallet;75.38.00;4.761.904.762;3.769;09.05;20;2;2019
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;31.67;8;12.668;266.028;02/01/2019;16.19;Credit card;253.36.00;4.761.904.762;12.668;05.06;2;1;2019
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages;38.42.00;1;1.921;40.341;02/02/2019;16.33;Cash;38.42.00;4.761.904.762;1.921;08.06;2;2;2019
457-13-1708;B;Mandalay;Member;Male;Fashion accessories;65.23.00;10;32.615;684.915;08/01/2019;19.07;Credit card;652.03.00;4.761.904.762;32.615;05.02;8;1;2019
664-14-2882;C;Naypyitaw;Member;Female;Home and lifestyle;10.53;5;26.325;552.825;30/01/2019;14.43;Credit card;52.65;4.761.904.762;26.325;05.08;30;1;2019
487-79-6868;B;Mandalay;Member;Female;Home and lifestyle;12.29;9;55.305;1.161.405;26/03/2019;19.28;Credit card;110.61;4.761.904.762;55.305;08.00;26;3;2019
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;81.23.00;7;284.305;5.970.405;15/01/2019;20.44;Cash;568.61;4.761.904.762;284.305;09.00;15;1;2019
210-30-7976;B;Mandalay;Member;Female;Fashion accessories;22.32;4;4.464;93.744;14/03/2019;11.16;Ewallet;89.28.00;4.761.904.762;4.464;04.01;14;3;2019
585-86-8361;A;Yangon;Normal;Female;Food and beverages;27.28.00;5;0,306944444;143.22.00;03/02/2019;10.31;Credit card;136.04.00;4.761.904.762;0,306944444;08.06;3;2;2019
807-14-7833;A;Yangon;Member;Female;Electronic accessories;17.42;10;0,382638889;182.91;22/02/2019;12.30;Ewallet;174.02.00;4.761.904.762;0,382638889;07.00;22;2;2019
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle;73.28.00;5;18.32;384.72;24/01/2019;15.05;Ewallet;366.04.00;4.761.904.762;18.32;08.04;24;1;2019
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;84.87;3;127.305;2.673.405;25/01/2019;18.30;Ewallet;254.61;4.761.904.762;127.305;07.04;25;1;2019
652-43-6591;A;Yangon;Normal;Female;Fashion accessories;97.29.00;8;38.916;817.236;09/03/2019;13.18;Credit card;778.32.00;4.761.904.762;38.916;06.02;9;3;2019
785-96-0615;B;Mandalay;Member;Female;Electronic accessories;35.74;8;14.296;300.216;17/02/2019;15.28;Ewallet;285.92;4.761.904.762;14.296;04.09;17;2;2019
406-46-7107;A;Yangon;Normal;Female;Home and lifestyle;96.52.00;6;28.956;608.076;11/01/2019;11.52;Cash;579.12.00;4.761.904.762;28.956;04.05;11;1;2019
250-17-5703;A;Yangon;Member;Male;Food and beverages;0,809027778;10;9.425;197.925;27/02/2019;18.24;Ewallet;188.05.00;4.761.904.762;9.425;05.06;27;2;2019
156-95-3964;A;Yangon;Normal;Female;Food and beverages;55.39.00;4;11.078;232.638;25/03/2019;15.19;Ewallet;221.56.00;4.761.904.762;11.078;08.00;25;3;2019
842-40-8179;B;Mandalay;Member;Female;Food and beverages;77.02.00;10;38.06.00;810.06.00;11/02/2019;10.38;Credit card;772.00.00;4.761.904.762;38.06.00;05.06;11;2;2019
525-09-8450;B;Mandalay;Normal;Male;Electronic accessories;72.13.00;10;36.065;757.365;31/01/2019;15.12;Credit card;721.03.00;4.761.904.762;36.065;04.02;31;1;2019
410-67-1709;A;Yangon;Member;Female;Fashion accessories;63.88;8;25.552;536.592;20/01/2019;17.48;Ewallet;511.04.00;4.761.904.762;25.552;09.09;20;1;2019
587-73-4862;A;Yangon;Member;Female;Health and beauty;0,464583333;5;26.725;561.225;26/03/2019;11.07;Ewallet;53.45.00;4.761.904.762;26.725;07.06;26;3;2019
787-87-2010;A;Yangon;Member;Male;Health and beauty;55.05.00;4;11.01;233.01.00;20/01/2019;15.48;Credit card;222.00.00;4.761.904.762;11.01;06.06;20;1;2019
593-14-4239;B;Mandalay;Normal;Female;Home and lifestyle;95.46.00;8;38.184;801.864;05/03/2019;19.40;Ewallet;763.68;4.761.904.762;38.184;04.07;5;3;2019
801-88-0346;C;Naypyitaw;Normal;Female;Fashion accessories;76.06.00;3;11.409;239.589;05/01/2019;20.30;Credit card;228.18.00;4.761.904.762;11.409;09.08;5;1;2019
388-76-2555;B;Mandalay;Normal;Male;Sports and travel;0,589583333;6;4.107;86.247;13/02/2019;13.59;Cash;82.14.00;4.761.904.762;4.107;06.03;13;2;2019
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories;95.64;4;19.128;401.688;16/03/2019;18.51;Cash;382.56.00;4.761.904.762;19.128;07.09;16;3;2019
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle;11.43;6;3.429;72.009;15/01/2019;17.24;Cash;68.58.00;4.761.904.762;3.429;07.07;15;1;2019
